제목,링크,소관부처_지자체,pblanc_id,벡터스토어 저장
[경기] 용인시 2025년 중소기업 제조물배상책임(PL)보험료 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105371,경기도,PBLN_000000000105371,True
[서울] 종로구 2025년 상반기 중소기업육성기금 융자지원 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105308,서울특별시,PBLN_000000000105308,True
[경북] 구미시 2025년 중소기업 신성장동행지원자금 융자지원 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105296,경상북도,PBLN_000000000105296,False
[전남] 2025년 중소기업 수출보험료 지원사업 신청안내 변경 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105293,전라남도,PBLN_000000000105293,True
[광주] 2025년 1인 자영업자 및 소상공인 사회보험료 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000105017,광주광역시,PBLN_000000000105017,True
[경남] 2025년 1인 자영업자 사회보험망(고용ㆍ산재보험료) 지원사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104740,경상남도,PBLN_000000000104740,True
[인천] 계양구 2025년 중소기업육성기금 융자계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104723,인천광역시,PBLN_000000000104723,True
[울산] 남구 2025년 중소기업 경영안정자금 융자계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104710,울산광역시,PBLN_000000000104710,True
[인천] 2025년 식품진흥기금 융자사업 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104563,인천광역시,PBLN_000000000104563,True
[세종] 2025년 식품진흥기금 융자사업 시행 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104561,세종특별자치시,PBLN_000000000104561,True
[세종] 2025년 자활기업 금융지원(이차보전) 계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104554,세종특별자치시,PBLN_000000000104554,True
2025년 우리동네 크라우드펀딩 지원사업(후원형) 소상공인 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104548,중소벤처기업부,PBLN_000000000104548,True
2025년 우리동네 크라우드펀딩 지원사업(증권형) 소상공인 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104546,중소벤처기업부,PBLN_000000000104546,True
2025년 우리동네 크라우드펀딩 지원사업(대출형) 소상공인 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104545,중소벤처기업부,PBLN_000000000104545,True
[경남] 2025년 식품진흥기금 융자금 지원계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104485,경상남도,PBLN_000000000104485,True
[서울] 식품진흥기금 융자계획 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104426,서울특별시,PBLN_000000000104426,True
[부산] 2025년 탄소저감 기술기업 금융비용 전부 지원 사업 참여기업 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104378,부산광역시,PBLN_000000000104378,True
중소기업 기술보호 정책보험 지원사업(2025년 중소기업 기술보호 지원사업 공고),https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104235,중소벤처기업부,PBLN_000000000104235,True
2025년 민간투자연계형 매칭융자(LIPSⅠ) 소상공인 모집 공고,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000104112,중소벤처기업부,PBLN_000000000104112,True
